lang	status	key	issues	english_value	current_value
fr	NG	game.- '&7Difficulty	NG_MISSING_KEY	&f{difficulty}'	
hi	NG	game.- '&7Difficulty	NG_MISSING_KEY	&f{difficulty}'	
is	NG	game.- '&7Difficulty	NG_MISSING_KEY	&f{difficulty}'	
ko	NG	game.- '&7Difficulty	NG_MISSING_KEY	&f{difficulty}'	
la	NG	game.- '&7Difficulty	NG_MISSING_KEY	&f{difficulty}'	
lzh	NG	game.- '&7Difficulty	NG_MISSING_KEY	&f{difficulty}'	
nl	NG	game.- '&7Difficulty	NG_MISSING_KEY	&f{difficulty}'	
ojp	NG	game.- '&7Difficulty	NG_MISSING_KEY	&f{difficulty}'	
pt	NG	game.- '&7Difficulty	NG_MISSING_KEY	&f{difficulty}'	
ru	NG	game.- '&7Difficulty	NG_MISSING_KEY	&f{difficulty}'	
sa	NG	game.- '&7Difficulty	NG_MISSING_KEY	&f{difficulty}'	
zh_tw	NG	game.- '&7Difficulty	NG_MISSING_KEY	&f{difficulty}'	
asl_gloss	NG	game.- '&7Difficulty	NG_MISSING_KEY	&f{difficulty}'	
ja	NG	game.- '&7Difficulté	NG_MISSING_KEY		
en	NG	game.- '&7Difficulté	NG_MISSING_KEY		
de	NG	game.- '&7Difficulté	NG_MISSING_KEY		
it	NG	game.- '&7Difficulté	NG_MISSING_KEY		
sv	NG	game.- '&7Difficulté	NG_MISSING_KEY		
es	NG	game.- '&7Difficulté	NG_MISSING_KEY		
fi	NG	game.- '&7Difficulté	NG_MISSING_KEY		
fr	NG	game.- '&7Difficulté	NG_PLACEHOLDER_MISMATCH en=[] lang=['{difficulty}']		&f{difficulty}'
hi	NG	game.- '&7Difficulté	NG_MISSING_KEY		
is	NG	game.- '&7Difficulté	NG_MISSING_KEY		
ko	NG	game.- '&7Difficulté	NG_MISSING_KEY		
la	NG	game.- '&7Difficulté	NG_MISSING_KEY		
lzh	NG	game.- '&7Difficulté	NG_MISSING_KEY		
nl	NG	game.- '&7Difficulté	NG_MISSING_KEY		
ojp	NG	game.- '&7Difficulté	NG_MISSING_KEY		
pt	NG	game.- '&7Difficulté	NG_MISSING_KEY		
ru	NG	game.- '&7Difficulté	NG_MISSING_KEY		
sa	NG	game.- '&7Difficulté	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Difficulté	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Difficulté	NG_MISSING_KEY		
ja	NG	game.- '&7Dificultad	NG_MISSING_KEY		
en	NG	game.- '&7Dificultad	NG_MISSING_KEY		
de	NG	game.- '&7Dificultad	NG_MISSING_KEY		
it	NG	game.- '&7Dificultad	NG_MISSING_KEY		
sv	NG	game.- '&7Dificultad	NG_MISSING_KEY		
es	NG	game.- '&7Dificultad	NG_PLACEHOLDER_MISMATCH en=[] lang=['{difficulty}']		&f{difficulty}'
fi	NG	game.- '&7Dificultad	NG_MISSING_KEY		
fr	NG	game.- '&7Dificultad	NG_MISSING_KEY		
hi	NG	game.- '&7Dificultad	NG_MISSING_KEY		
is	NG	game.- '&7Dificultad	NG_MISSING_KEY		
ko	NG	game.- '&7Dificultad	NG_MISSING_KEY		
la	NG	game.- '&7Dificultad	NG_MISSING_KEY		
lzh	NG	game.- '&7Dificultad	NG_MISSING_KEY		
nl	NG	game.- '&7Dificultad	NG_MISSING_KEY		
ojp	NG	game.- '&7Dificultad	NG_MISSING_KEY		
pt	NG	game.- '&7Dificultad	NG_MISSING_KEY		
ru	NG	game.- '&7Dificultad	NG_MISSING_KEY		
sa	NG	game.- '&7Dificultad	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Dificultad	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Dificultad	NG_MISSING_KEY		
ja	NG	game.- '&7Eindscore	NG_MISSING_KEY		
en	NG	game.- '&7Eindscore	NG_MISSING_KEY		
de	NG	game.- '&7Eindscore	NG_MISSING_KEY		
it	NG	game.- '&7Eindscore	NG_MISSING_KEY		
sv	NG	game.- '&7Eindscore	NG_MISSING_KEY		
es	NG	game.- '&7Eindscore	NG_MISSING_KEY		
fi	NG	game.- '&7Eindscore	NG_MISSING_KEY		
fr	NG	game.- '&7Eindscore	NG_MISSING_KEY		
hi	NG	game.- '&7Eindscore	NG_MISSING_KEY		
is	NG	game.- '&7Eindscore	NG_MISSING_KEY		
ko	NG	game.- '&7Eindscore	NG_MISSING_KEY		
la	NG	game.- '&7Eindscore	NG_MISSING_KEY		
lzh	NG	game.- '&7Eindscore	NG_MISSING_KEY		
nl	NG	game.- '&7Eindscore	NG_PLACEHOLDER_MISMATCH en=[] lang=['{score}']		&f{score}'
ojp	NG	game.- '&7Eindscore	NG_MISSING_KEY		
pt	NG	game.- '&7Eindscore	NG_MISSING_KEY		
ru	NG	game.- '&7Eindscore	NG_MISSING_KEY		
sa	NG	game.- '&7Eindscore	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Eindscore	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Eindscore	NG_MISSING_KEY		
ja	NG	game.- '&7Endpunktzahl	NG_MISSING_KEY		
en	NG	game.- '&7Endpunktzahl	NG_MISSING_KEY		
de	NG	game.- '&7Endpunktzahl	NG_PLACEHOLDER_MISMATCH en=[] lang=['{score}']		&f{score}'
it	NG	game.- '&7Endpunktzahl	NG_MISSING_KEY		
sv	NG	game.- '&7Endpunktzahl	NG_MISSING_KEY		
es	NG	game.- '&7Endpunktzahl	NG_MISSING_KEY		
fi	NG	game.- '&7Endpunktzahl	NG_MISSING_KEY		
fr	NG	game.- '&7Endpunktzahl	NG_MISSING_KEY		
hi	NG	game.- '&7Endpunktzahl	NG_MISSING_KEY		
is	NG	game.- '&7Endpunktzahl	NG_MISSING_KEY		
ko	NG	game.- '&7Endpunktzahl	NG_MISSING_KEY		
la	NG	game.- '&7Endpunktzahl	NG_MISSING_KEY		
lzh	NG	game.- '&7Endpunktzahl	NG_MISSING_KEY		
nl	NG	game.- '&7Endpunktzahl	NG_MISSING_KEY		
ojp	NG	game.- '&7Endpunktzahl	NG_MISSING_KEY		
pt	NG	game.- '&7Endpunktzahl	NG_MISSING_KEY		
ru	NG	game.- '&7Endpunktzahl	NG_MISSING_KEY		
sa	NG	game.- '&7Endpunktzahl	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Endpunktzahl	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Endpunktzahl	NG_MISSING_KEY		
ja	NG	game.- '&7Erfiðleiki	NG_MISSING_KEY		
en	NG	game.- '&7Erfiðleiki	NG_MISSING_KEY		
de	NG	game.- '&7Erfiðleiki	NG_MISSING_KEY		
it	NG	game.- '&7Erfiðleiki	NG_MISSING_KEY		
sv	NG	game.- '&7Erfiðleiki	NG_MISSING_KEY		
es	NG	game.- '&7Erfiðleiki	NG_MISSING_KEY		
fi	NG	game.- '&7Erfiðleiki	NG_MISSING_KEY		
fr	NG	game.- '&7Erfiðleiki	NG_MISSING_KEY		
hi	NG	game.- '&7Erfiðleiki	NG_MISSING_KEY		
is	NG	game.- '&7Erfiðleiki	NG_PLACEHOLDER_MISMATCH en=[] lang=['{difficulty}']		&f{difficulty}'
ko	NG	game.- '&7Erfiðleiki	NG_MISSING_KEY		
la	NG	game.- '&7Erfiðleiki	NG_MISSING_KEY		
lzh	NG	game.- '&7Erfiðleiki	NG_MISSING_KEY		
nl	NG	game.- '&7Erfiðleiki	NG_MISSING_KEY		
ojp	NG	game.- '&7Erfiðleiki	NG_MISSING_KEY		
pt	NG	game.- '&7Erfiðleiki	NG_MISSING_KEY		
ru	NG	game.- '&7Erfiðleiki	NG_MISSING_KEY		
sa	NG	game.- '&7Erfiðleiki	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Erfiðleiki	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Erfiðleiki	NG_MISSING_KEY		
ja	NG	game.- '&7FINAL SCORE	NG_MISSING_KEY		
en	NG	game.- '&7FINAL SCORE	NG_MISSING_KEY		
de	NG	game.- '&7FINAL SCORE	NG_MISSING_KEY		
it	NG	game.- '&7FINAL SCORE	NG_MISSING_KEY		
sv	NG	game.- '&7FINAL SCORE	NG_MISSING_KEY		
es	NG	game.- '&7FINAL SCORE	NG_MISSING_KEY		
fi	NG	game.- '&7FINAL SCORE	NG_MISSING_KEY		
fr	NG	game.- '&7FINAL SCORE	NG_MISSING_KEY		
hi	NG	game.- '&7FINAL SCORE	NG_MISSING_KEY		
is	NG	game.- '&7FINAL SCORE	NG_MISSING_KEY		
ko	NG	game.- '&7FINAL SCORE	NG_MISSING_KEY		
la	NG	game.- '&7FINAL SCORE	NG_MISSING_KEY		
lzh	NG	game.- '&7FINAL SCORE	NG_MISSING_KEY		
nl	NG	game.- '&7FINAL SCORE	NG_MISSING_KEY		
ojp	NG	game.- '&7FINAL SCORE	NG_MISSING_KEY		
pt	NG	game.- '&7FINAL SCORE	NG_MISSING_KEY		
ru	NG	game.- '&7FINAL SCORE	NG_MISSING_KEY		
sa	NG	game.- '&7FINAL SCORE	NG_MISSING_KEY		
zh_tw	NG	game.- '&7FINAL SCORE	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7FINAL SCORE	NG_PLACEHOLDER_MISMATCH en=[] lang=['{score}']		&f{score}'
ja	NG	game.- '&7Final Score	NG_MISSING_KEY	&f{score}'	
de	NG	game.- '&7Final Score	NG_MISSING_KEY	&f{score}'	
it	NG	game.- '&7Final Score	NG_MISSING_KEY	&f{score}'	
sv	NG	game.- '&7Final Score	NG_MISSING_KEY	&f{score}'	
es	NG	game.- '&7Final Score	NG_MISSING_KEY	&f{score}'	
fi	NG	game.- '&7Final Score	NG_MISSING_KEY	&f{score}'	
fr	NG	game.- '&7Final Score	NG_MISSING_KEY	&f{score}'	
hi	NG	game.- '&7Final Score	NG_MISSING_KEY	&f{score}'	
is	NG	game.- '&7Final Score	NG_MISSING_KEY	&f{score}'	
ko	NG	game.- '&7Final Score	NG_MISSING_KEY	&f{score}'	
la	NG	game.- '&7Final Score	NG_MISSING_KEY	&f{score}'	
lzh	NG	game.- '&7Final Score	NG_MISSING_KEY	&f{score}'	
nl	NG	game.- '&7Final Score	NG_MISSING_KEY	&f{score}'	
ojp	NG	game.- '&7Final Score	NG_MISSING_KEY	&f{score}'	
pt	NG	game.- '&7Final Score	NG_MISSING_KEY	&f{score}'	
ru	NG	game.- '&7Final Score	NG_MISSING_KEY	&f{score}'	
sa	NG	game.- '&7Final Score	NG_MISSING_KEY	&f{score}'	
zh_tw	NG	game.- '&7Final Score	NG_MISSING_KEY	&f{score}'	
asl_gloss	NG	game.- '&7Final Score	NG_MISSING_KEY	&f{score}'	
ja	NG	game.- '&7Fjársjóðskistur	NG_MISSING_KEY		
en	NG	game.- '&7Fjársjóðskistur	NG_MISSING_KEY		
de	NG	game.- '&7Fjársjóðskistur	NG_MISSING_KEY		
it	NG	game.- '&7Fjársjóðskistur	NG_MISSING_KEY		
sv	NG	game.- '&7Fjársjóðskistur	NG_MISSING_KEY		
es	NG	game.- '&7Fjársjóðskistur	NG_MISSING_KEY		
fi	NG	game.- '&7Fjársjóðskistur	NG_MISSING_KEY		
fr	NG	game.- '&7Fjársjóðskistur	NG_MISSING_KEY		
hi	NG	game.- '&7Fjársjóðskistur	NG_MISSING_KEY		
is	NG	game.- '&7Fjársjóðskistur	NG_PLACEHOLDER_MISMATCH en=[] lang=['{treasureChests}']		&f{treasureChests}'
ko	NG	game.- '&7Fjársjóðskistur	NG_MISSING_KEY		
la	NG	game.- '&7Fjársjóðskistur	NG_MISSING_KEY		
lzh	NG	game.- '&7Fjársjóðskistur	NG_MISSING_KEY		
nl	NG	game.- '&7Fjársjóðskistur	NG_MISSING_KEY		
ojp	NG	game.- '&7Fjársjóðskistur	NG_MISSING_KEY		
pt	NG	game.- '&7Fjársjóðskistur	NG_MISSING_KEY		
ru	NG	game.- '&7Fjársjóðskistur	NG_MISSING_KEY		
sa	NG	game.- '&7Fjársjóðskistur	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Fjársjóðskistur	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Fjársjóðskistur	NG_MISSING_KEY		
ja	NG	game.- '&7Heildarkistur	NG_MISSING_KEY		
en	NG	game.- '&7Heildarkistur	NG_MISSING_KEY		
de	NG	game.- '&7Heildarkistur	NG_MISSING_KEY		
it	NG	game.- '&7Heildarkistur	NG_MISSING_KEY		
sv	NG	game.- '&7Heildarkistur	NG_MISSING_KEY		
es	NG	game.- '&7Heildarkistur	NG_MISSING_KEY		
fi	NG	game.- '&7Heildarkistur	NG_MISSING_KEY		
fr	NG	game.- '&7Heildarkistur	NG_MISSING_KEY		
hi	NG	game.- '&7Heildarkistur	NG_MISSING_KEY		
is	NG	game.- '&7Heildarkistur	NG_PLACEHOLDER_MISMATCH en=[] lang=['{totalChests}']		&f{totalChests}'
ko	NG	game.- '&7Heildarkistur	NG_MISSING_KEY		
la	NG	game.- '&7Heildarkistur	NG_MISSING_KEY		
lzh	NG	game.- '&7Heildarkistur	NG_MISSING_KEY		
nl	NG	game.- '&7Heildarkistur	NG_MISSING_KEY		
ojp	NG	game.- '&7Heildarkistur	NG_MISSING_KEY		
pt	NG	game.- '&7Heildarkistur	NG_MISSING_KEY		
ru	NG	game.- '&7Heildarkistur	NG_MISSING_KEY		
sa	NG	game.- '&7Heildarkistur	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Heildarkistur	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Heildarkistur	NG_MISSING_KEY		
ja	NG	game.- '&7Kerroin	NG_MISSING_KEY		
en	NG	game.- '&7Kerroin	NG_MISSING_KEY		
de	NG	game.- '&7Kerroin	NG_MISSING_KEY		
it	NG	game.- '&7Kerroin	NG_MISSING_KEY		
sv	NG	game.- '&7Kerroin	NG_MISSING_KEY		
es	NG	game.- '&7Kerroin	NG_MISSING_KEY		
fi	NG	game.- '&7Kerroin	NG_PLACEHOLDER_MISMATCH en=[] lang=['{xMultiplier}']		&f{xMultiplier}'
fr	NG	game.- '&7Kerroin	NG_MISSING_KEY		
hi	NG	game.- '&7Kerroin	NG_MISSING_KEY		
is	NG	game.- '&7Kerroin	NG_MISSING_KEY		
ko	NG	game.- '&7Kerroin	NG_MISSING_KEY		
la	NG	game.- '&7Kerroin	NG_MISSING_KEY		
lzh	NG	game.- '&7Kerroin	NG_MISSING_KEY		
nl	NG	game.- '&7Kerroin	NG_MISSING_KEY		
ojp	NG	game.- '&7Kerroin	NG_MISSING_KEY		
pt	NG	game.- '&7Kerroin	NG_MISSING_KEY		
ru	NG	game.- '&7Kerroin	NG_MISSING_KEY		
sa	NG	game.- '&7Kerroin	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Kerroin	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Kerroin	NG_MISSING_KEY		
ja	NG	game.- '&7Kirstuja yhteensä	NG_MISSING_KEY		
en	NG	game.- '&7Kirstuja yhteensä	NG_MISSING_KEY		
de	NG	game.- '&7Kirstuja yhteensä	NG_MISSING_KEY		
it	NG	game.- '&7Kirstuja yhteensä	NG_MISSING_KEY		
sv	NG	game.- '&7Kirstuja yhteensä	NG_MISSING_KEY		
es	NG	game.- '&7Kirstuja yhteensä	NG_MISSING_KEY		
fi	NG	game.- '&7Kirstuja yhteensä	NG_PLACEHOLDER_MISMATCH en=[] lang=['{totalChests}']		&f{totalChests}'
fr	NG	game.- '&7Kirstuja yhteensä	NG_MISSING_KEY		
hi	NG	game.- '&7Kirstuja yhteensä	NG_MISSING_KEY		
is	NG	game.- '&7Kirstuja yhteensä	NG_MISSING_KEY		
ko	NG	game.- '&7Kirstuja yhteensä	NG_MISSING_KEY		
la	NG	game.- '&7Kirstuja yhteensä	NG_MISSING_KEY		
lzh	NG	game.- '&7Kirstuja yhteensä	NG_MISSING_KEY		
nl	NG	game.- '&7Kirstuja yhteensä	NG_MISSING_KEY		
ojp	NG	game.- '&7Kirstuja yhteensä	NG_MISSING_KEY		
pt	NG	game.- '&7Kirstuja yhteensä	NG_MISSING_KEY		
ru	NG	game.- '&7Kirstuja yhteensä	NG_MISSING_KEY		
sa	NG	game.- '&7Kirstuja yhteensä	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Kirstuja yhteensä	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Kirstuja yhteensä	NG_MISSING_KEY		
ja	NG	game.- '&7Lokastig	NG_MISSING_KEY		
en	NG	game.- '&7Lokastig	NG_MISSING_KEY		
de	NG	game.- '&7Lokastig	NG_MISSING_KEY		
it	NG	game.- '&7Lokastig	NG_MISSING_KEY		
sv	NG	game.- '&7Lokastig	NG_MISSING_KEY		
es	NG	game.- '&7Lokastig	NG_MISSING_KEY		
fi	NG	game.- '&7Lokastig	NG_MISSING_KEY		
fr	NG	game.- '&7Lokastig	NG_MISSING_KEY		
hi	NG	game.- '&7Lokastig	NG_MISSING_KEY		
is	NG	game.- '&7Lokastig	NG_PLACEHOLDER_MISMATCH en=[] lang=['{score}']		&f{score}'
ko	NG	game.- '&7Lokastig	NG_MISSING_KEY		
la	NG	game.- '&7Lokastig	NG_MISSING_KEY		
lzh	NG	game.- '&7Lokastig	NG_MISSING_KEY		
nl	NG	game.- '&7Lokastig	NG_MISSING_KEY		
ojp	NG	game.- '&7Lokastig	NG_MISSING_KEY		
pt	NG	game.- '&7Lokastig	NG_MISSING_KEY		
ru	NG	game.- '&7Lokastig	NG_MISSING_KEY		
sa	NG	game.- '&7Lokastig	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Lokastig	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Lokastig	NG_MISSING_KEY		
ja	NG	game.- '&7Lopputulos	NG_MISSING_KEY		
en	NG	game.- '&7Lopputulos	NG_MISSING_KEY		
de	NG	game.- '&7Lopputulos	NG_MISSING_KEY		
it	NG	game.- '&7Lopputulos	NG_MISSING_KEY		
sv	NG	game.- '&7Lopputulos	NG_MISSING_KEY		
es	NG	game.- '&7Lopputulos	NG_MISSING_KEY		
fi	NG	game.- '&7Lopputulos	NG_PLACEHOLDER_MISMATCH en=[] lang=['{score}']		&f{score}'
fr	NG	game.- '&7Lopputulos	NG_MISSING_KEY		
hi	NG	game.- '&7Lopputulos	NG_MISSING_KEY		
is	NG	game.- '&7Lopputulos	NG_MISSING_KEY		
ko	NG	game.- '&7Lopputulos	NG_MISSING_KEY		
la	NG	game.- '&7Lopputulos	NG_MISSING_KEY		
lzh	NG	game.- '&7Lopputulos	NG_MISSING_KEY		
nl	NG	game.- '&7Lopputulos	NG_MISSING_KEY		
ojp	NG	game.- '&7Lopputulos	NG_MISSING_KEY		
pt	NG	game.- '&7Lopputulos	NG_MISSING_KEY		
ru	NG	game.- '&7Lopputulos	NG_MISSING_KEY		
sa	NG	game.- '&7Lopputulos	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Lopputulos	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Lopputulos	NG_MISSING_KEY		
ja	NG	game.- '&7Límite	NG_MISSING_KEY		
en	NG	game.- '&7Límite	NG_MISSING_KEY		
de	NG	game.- '&7Límite	NG_MISSING_KEY		
it	NG	game.- '&7Límite	NG_MISSING_KEY		
sv	NG	game.- '&7Límite	NG_MISSING_KEY		
es	NG	game.- '&7Límite	NG_PLACEHOLDER_MISMATCH en=[] lang=['{timeLimit}']		&f{timeLimit}s'
fi	NG	game.- '&7Límite	NG_MISSING_KEY		
fr	NG	game.- '&7Límite	NG_MISSING_KEY		
hi	NG	game.- '&7Límite	NG_MISSING_KEY		
is	NG	game.- '&7Límite	NG_MISSING_KEY		
ko	NG	game.- '&7Límite	NG_MISSING_KEY		
la	NG	game.- '&7Límite	NG_MISSING_KEY		
lzh	NG	game.- '&7Límite	NG_MISSING_KEY		
nl	NG	game.- '&7Límite	NG_MISSING_KEY		
ojp	NG	game.- '&7Límite	NG_MISSING_KEY		
pt	NG	game.- '&7Límite	NG_MISSING_KEY		
ru	NG	game.- '&7Límite	NG_MISSING_KEY		
sa	NG	game.- '&7Límite	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Límite	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Límite	NG_MISSING_KEY		
ja	NG	game.- '&7MULTIPLIER	NG_MISSING_KEY		
en	NG	game.- '&7MULTIPLIER	NG_MISSING_KEY		
de	NG	game.- '&7MULTIPLIER	NG_MISSING_KEY		
it	NG	game.- '&7MULTIPLIER	NG_MISSING_KEY		
sv	NG	game.- '&7MULTIPLIER	NG_MISSING_KEY		
es	NG	game.- '&7MULTIPLIER	NG_MISSING_KEY		
fi	NG	game.- '&7MULTIPLIER	NG_MISSING_KEY		
fr	NG	game.- '&7MULTIPLIER	NG_MISSING_KEY		
hi	NG	game.- '&7MULTIPLIER	NG_MISSING_KEY		
is	NG	game.- '&7MULTIPLIER	NG_MISSING_KEY		
ko	NG	game.- '&7MULTIPLIER	NG_MISSING_KEY		
la	NG	game.- '&7MULTIPLIER	NG_MISSING_KEY		
lzh	NG	game.- '&7MULTIPLIER	NG_MISSING_KEY		
nl	NG	game.- '&7MULTIPLIER	NG_MISSING_KEY		
ojp	NG	game.- '&7MULTIPLIER	NG_MISSING_KEY		
pt	NG	game.- '&7MULTIPLIER	NG_MISSING_KEY		
ru	NG	game.- '&7MULTIPLIER	NG_MISSING_KEY		
sa	NG	game.- '&7MULTIPLIER	NG_MISSING_KEY		
zh_tw	NG	game.- '&7MULTIPLIER	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7MULTIPLIER	NG_PLACEHOLDER_MISMATCH en=[] lang=['{xMultiplier}']		&f{xMultiplier}'
ja	NG	game.- '&7Margfaldari	NG_MISSING_KEY		
en	NG	game.- '&7Margfaldari	NG_MISSING_KEY		
de	NG	game.- '&7Margfaldari	NG_MISSING_KEY		
it	NG	game.- '&7Margfaldari	NG_MISSING_KEY		
sv	NG	game.- '&7Margfaldari	NG_MISSING_KEY		
es	NG	game.- '&7Margfaldari	NG_MISSING_KEY		
fi	NG	game.- '&7Margfaldari	NG_MISSING_KEY		
fr	NG	game.- '&7Margfaldari	NG_MISSING_KEY		
hi	NG	game.- '&7Margfaldari	NG_MISSING_KEY		
is	NG	game.- '&7Margfaldari	NG_PLACEHOLDER_MISMATCH en=[] lang=['{xMultiplier}']		&f{xMultiplier}'
ko	NG	game.- '&7Margfaldari	NG_MISSING_KEY		
la	NG	game.- '&7Margfaldari	NG_MISSING_KEY		
lzh	NG	game.- '&7Margfaldari	NG_MISSING_KEY		
nl	NG	game.- '&7Margfaldari	NG_MISSING_KEY		
ojp	NG	game.- '&7Margfaldari	NG_MISSING_KEY		
pt	NG	game.- '&7Margfaldari	NG_MISSING_KEY		
ru	NG	game.- '&7Margfaldari	NG_MISSING_KEY		
sa	NG	game.- '&7Margfaldari	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Margfaldari	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Margfaldari	NG_MISSING_KEY		
ja	NG	game.- '&7Moeilijkheid	NG_MISSING_KEY		
en	NG	game.- '&7Moeilijkheid	NG_MISSING_KEY		
de	NG	game.- '&7Moeilijkheid	NG_MISSING_KEY		
it	NG	game.- '&7Moeilijkheid	NG_MISSING_KEY		
sv	NG	game.- '&7Moeilijkheid	NG_MISSING_KEY		
es	NG	game.- '&7Moeilijkheid	NG_MISSING_KEY		
fi	NG	game.- '&7Moeilijkheid	NG_MISSING_KEY		
fr	NG	game.- '&7Moeilijkheid	NG_MISSING_KEY		
hi	NG	game.- '&7Moeilijkheid	NG_MISSING_KEY		
is	NG	game.- '&7Moeilijkheid	NG_MISSING_KEY		
ko	NG	game.- '&7Moeilijkheid	NG_MISSING_KEY		
la	NG	game.- '&7Moeilijkheid	NG_MISSING_KEY		
lzh	NG	game.- '&7Moeilijkheid	NG_MISSING_KEY		
nl	NG	game.- '&7Moeilijkheid	NG_PLACEHOLDER_MISMATCH en=[] lang=['{difficulty}']		&f{difficulty}'
ojp	NG	game.- '&7Moeilijkheid	NG_MISSING_KEY		
pt	NG	game.- '&7Moeilijkheid	NG_MISSING_KEY		
ru	NG	game.- '&7Moeilijkheid	NG_MISSING_KEY		
sa	NG	game.- '&7Moeilijkheid	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Moeilijkheid	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Moeilijkheid	NG_MISSING_KEY		
ja	NG	game.- '&7Moltiplicatore	NG_MISSING_KEY		
en	NG	game.- '&7Moltiplicatore	NG_MISSING_KEY		
de	NG	game.- '&7Moltiplicatore	NG_MISSING_KEY		
it	NG	game.- '&7Moltiplicatore	NG_PLACEHOLDER_MISMATCH en=[] lang=['{xMultiplier}']		&f{xMultiplier}'
sv	NG	game.- '&7Moltiplicatore	NG_MISSING_KEY		
es	NG	game.- '&7Moltiplicatore	NG_MISSING_KEY		
fi	NG	game.- '&7Moltiplicatore	NG_MISSING_KEY		
fr	NG	game.- '&7Moltiplicatore	NG_MISSING_KEY		
hi	NG	game.- '&7Moltiplicatore	NG_MISSING_KEY		
is	NG	game.- '&7Moltiplicatore	NG_MISSING_KEY		
ko	NG	game.- '&7Moltiplicatore	NG_MISSING_KEY		
la	NG	game.- '&7Moltiplicatore	NG_MISSING_KEY		
lzh	NG	game.- '&7Moltiplicatore	NG_MISSING_KEY		
nl	NG	game.- '&7Moltiplicatore	NG_MISSING_KEY		
ojp	NG	game.- '&7Moltiplicatore	NG_MISSING_KEY		
pt	NG	game.- '&7Moltiplicatore	NG_MISSING_KEY		
ru	NG	game.- '&7Moltiplicatore	NG_MISSING_KEY		
sa	NG	game.- '&7Moltiplicatore	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Moltiplicatore	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Moltiplicatore	NG_MISSING_KEY		
ja	NG	game.- '&7Multiplicador	NG_MISSING_KEY		
en	NG	game.- '&7Multiplicador	NG_MISSING_KEY		
de	NG	game.- '&7Multiplicador	NG_MISSING_KEY		
it	NG	game.- '&7Multiplicador	NG_MISSING_KEY		
sv	NG	game.- '&7Multiplicador	NG_MISSING_KEY		
es	NG	game.- '&7Multiplicador	NG_PLACEHOLDER_MISMATCH en=[] lang=['{xMultiplier}']		&f{xMultiplier}'
fi	NG	game.- '&7Multiplicador	NG_MISSING_KEY		
fr	NG	game.- '&7Multiplicador	NG_MISSING_KEY		
hi	NG	game.- '&7Multiplicador	NG_MISSING_KEY		
is	NG	game.- '&7Multiplicador	NG_MISSING_KEY		
ko	NG	game.- '&7Multiplicador	NG_MISSING_KEY		
la	NG	game.- '&7Multiplicador	NG_MISSING_KEY		
lzh	NG	game.- '&7Multiplicador	NG_MISSING_KEY		
nl	NG	game.- '&7Multiplicador	NG_MISSING_KEY		
ojp	NG	game.- '&7Multiplicador	NG_MISSING_KEY		
pt	NG	game.- '&7Multiplicador	NG_MISSING_KEY		
ru	NG	game.- '&7Multiplicador	NG_MISSING_KEY		
sa	NG	game.- '&7Multiplicador	NG_MISSING_KEY		
zh_tw	NG	game.- '&7Multiplicador	NG_MISSING_KEY		
asl_gloss	NG	game.- '&7Multiplicador	NG_MISSING_KEY		
ja	NG	game.- '&7Multiplicateur	NG_MISSING_KEY		
en	NG	game.- '&7Multiplicateur	NG_MISSING_KEY		
de	NG	game.- '&7Multiplicateur	NG_MISSING_KEY		
it	NG	game.- '&7Multiplicateur	NG_MISSING_KEY		
sv	NG	game.- '&7Multiplicateur	NG_MISSING_KEY		
es	NG	game.- '&7Multiplicateur	NG_MISSING_KEY		
fi	NG	game.- '&7Multiplicateur	NG_MISSING_KEY		
fr	NG	game.- '&7Multiplicateur	NG_PLACEHOLDER_MISMATCH en=[] lang=['{xMultiplier}']		&f{xMultiplier}'
